token,fold,tau,coverage,width,pinball
RETARDIO,4,0.9,,,0.010781220635035957
RETARDIO,4,0.95,,,0.005022067130336172
RETARDIO,5,80PI,0.43333333333333335,0.10639152076934012,
RETARDIO,5,0.05,,,0.01884316024619479
RETARDIO,5,0.1,,,0.023673152523477587
RETARDIO,5,0.25,,,0.030762838364960774
RETARDIO,5,0.5,,,0.03571193085033368
RETARDIO,5,0.75,,,0.02308199944586166
RETARDIO,5,0.9,,,0.015581953605746487
RETARDIO,5,0.95,,,0.01012341222586316
RETARDIO,6,80PI,0.4666666666666667,0.12519645412436306,
RETARDIO,6,0.05,,,0.007106012250316255
RETARDIO,6,0.1,,,0.014791968538425173
RETARDIO,6,0.25,,,0.02666627977784791
RETARDIO,6,0.5,,,0.03326852400554462
RETARDIO,6,0.75,,,0.031371524760483493
RETARDIO,6,0.9,,,0.019334237184320206
RETARDIO,6,0.95,,,0.01574629202065288
RETARDIO,7,80PI,0.26666666666666666,0.11372043188183953,
RETARDIO,7,0.05,,,0.032768918854860114
RETARDIO,7,0.1,,,0.05122257513518889
RETARDIO,7,0.25,,,0.05791990932782652
RETARDIO,7,0.5,,,0.05683871893001047
RETARDIO,7,0.75,,,0.05462976713574265
RETARDIO,7,0.9,,,0.032382608097121526
RETARDIO,7,0.95,,,0.013041446566261694
Ray,1,80PI,0.7,0.23025669983673308,
Ray,1,0.05,,,0.011855513460454018
Ray,1,0.1,,,0.020740016066340305
Ray,1,0.25,,,0.02410936246479579
Ray,1,0.5,,,0.03545056414263156
Ray,1,0.75,,,0.027657461861925876
Ray,1,0.9,,,0.01934081814394344
Ray,1,0.95,,,0.005744276625006093
Ray,2,80PI,0.6,0.07963233711092851,
Ray,2,0.05,,,0.005023104037417031
Ray,2,0.1,,,0.007839803852950489
Ray,2,0.25,,,0.015015645253245974
Ray,2,0.5,,,0.021053858233672108
Ray,2,0.75,,,0.020515499056489084
Ray,2,0.9,,,0.015271972621879683
Ray,2,0.95,,,0.009177080126120778
Ray,3,80PI,0.5333333333333333,0.09400951464738477,
Ray,3,0.05,,,0.006630639154850964
Ray,3,0.1,,,0.009680556438635194
Ray,3,0.25,,,0.019505384785372098
Ray,3,0.5,,,0.022687283534924083
Ray,3,0.75,,,0.02073338769925739
Ray,3,0.9,,,0.013598352117317454
Ray,3,0.95,,,0.009387813443556936
Ray,4,80PI,0.6,0.06201917304599203,
Ray,4,0.05,,,0.0061338900812997
Ray,4,0.1,,,0.00840491721205661
Ray,4,0.25,,,0.01761630403516546
Ray,4,0.5,,,0.021165223391043108
Ray,4,0.75,,,0.0170418237986304
Ray,4,0.9,,,0.014232202201927474
Ray,4,0.95,,,0.011236336198783751
Ray,5,80PI,0.43333333333333335,0.0909683286113104,
Ray,5,0.05,,,0.005422804319628448
Ray,5,0.1,,,0.010166070618536681
Ray,5,0.25,,,0.01985700070991531
Ray,5,0.5,,,0.027130414030030508
Ray,5,0.75,,,0.027940665780073363
Ray,5,0.9,,,0.02543300861973742
Ray,5,0.95,,,0.021755166736416708
SIGMA,1,80PI,0.23333333333333334,0.22143034726632474,
SIGMA,1,0.05,,,0.02234183931540302
SIGMA,1,0.1,,,0.04427517064407708
SIGMA,1,0.25,,,0.09105224367529643
SIGMA,1,0.5,,,0.14070493019006666
SIGMA,1,0.75,,,0.1817859412484337
SIGMA,1,0.9,,,0.20144097934235813
SIGMA,1,0.95,,,0.19013701528469612
SIGMA,2,80PI,0.7,0.2413978541703697,
SIGMA,2,0.05,,,0.011027501235779585
SIGMA,2,0.1,,,0.018626330040776625
SIGMA,2,0.25,,,0.045269410785711006
SIGMA,2,0.5,,,0.034181863963930664
SIGMA,2,0.75,,,0.034457871742166815
SIGMA,2,0.9,,,0.019604359224314354
SIGMA,2,0.95,,,0.01679720885096385
SIGMA,3,80PI,0.5,0.1580576661856215,
SIGMA,3,0.05,,,0.011222807301708475
SIGMA,3,0.1,,,0.01549469474995694
SIGMA,3,0.25,,,0.023464720747057372
SIGMA,3,0.5,,,0.03365625401921484
SIGMA,3,0.75,,,0.03348999287425702
SIGMA,3,0.9,,,0.022791882654439502
SIGMA,3,0.95,,,0.01636332116053177
SIGMA,4,80PI,0.13333333333333333,0.14914782147106928,
SIGMA,4,0.05,,,0.03758569676841812
SIGMA,4,0.1,,,0.049795737415320965
SIGMA,4,0.25,,,0.06330625553239046
SIGMA,4,0.5,,,0.050837463122595634
SIGMA,4,0.75,,,0.03783537226428568
SIGMA,4,0.9,,,0.023378754285404705
SIGMA,4,0.95,,,0.014697232157748954
SIGMA,5,80PI,0.6333333333333333,0.20484307253858267,
SIGMA,5,0.05,,,0.007283435058542748
SIGMA,5,0.1,,,0.013645012193154343
SIGMA,5,0.25,,,0.024603428098685442
SIGMA,5,0.5,,,0.03472445804336756
SIGMA,5,0.75,,,0.02828379222681023
SIGMA,5,0.9,,,0.022901156363123263
SIGMA,5,0.95,,,0.012133894616884385
UFD,1,80PI,0.7,0.5217271232264913,
UFD,1,0.05,,,0.0314220603632531
UFD,1,0.1,,,0.047052034175507525
UFD,1,0.25,,,0.07527001741828478
UFD,1,0.5,,,0.121622696447466
UFD,1,0.75,,,0.08757533505907715
UFD,1,0.9,,,0.05851181903966888
UFD,1,0.95,,,0.049671312847667244
UFD,2,80PI,0.6,0.4441255357924642,
UFD,2,0.05,,,0.021130523357892252
UFD,2,0.1,,,0.03471270276216613
UFD,2,0.25,,,0.06656580696277034
UFD,2,0.5,,,0.07654410077754902
UFD,2,0.75,,,0.07279461256560107
UFD,2,0.9,,,0.0434877933174107
UFD,2,0.95,,,0.026595722344833417
UFD,3,80PI,0.5666666666666667,0.1713119119571966,
UFD,3,0.05,,,0.02081782044701338
UFD,3,0.1,,,0.027866732683581853
UFD,3,0.25,,,0.04114637447876763
UFD,3,0.5,,,0.053222989905539676
UFD,3,0.75,,,0.05649529585465922
UFD,3,0.9,,,0.047569040677997124
UFD,3,0.95,,,0.006470209189031291
UFD,4,80PI,0.5666666666666667,0.2569534999814672,
UFD,4,0.05,,,0.03019132569036303
UFD,4,0.1,,,0.03671482435433556
UFD,4,0.25,,,0.05606567722652712
UFD,4,0.5,,,0.05193113130719355
UFD,4,0.75,,,0.0382327926818926
UFD,4,0.9,,,0.02876646929648761
UFD,4,0.95,,,0.01491683231704402
ZEREBRO,1,80PI,0.3333333333333333,0.11193381518213119,
ZEREBRO,1,0.05,,,0.015660157736577664
ZEREBRO,1,0.1,,,0.02073177835582772
ZEREBRO,1,0.25,,,0.026283497301566
ZEREBRO,1,0.5,,,0.03563956191533762
ZEREBRO,1,0.75,,,0.03079179561629259
ZEREBRO,1,0.9,,,0.021603181274582068
ZEREBRO,1,0.95,,,0.006114074751815743
ZEREBRO,2,80PI,0.36666666666666664,0.14960093296003152,
ZEREBRO,2,0.05,,,0.010965797998417405
ZEREBRO,2,0.1,,,0.021525918562890854
ZEREBRO,2,0.25,,,0.041876464792349626
ZEREBRO,2,0.5,,,0.07066485160146156
ZEREBRO,2,0.75,,,0.0805942695082565
ZEREBRO,2,0.9,,,0.07199161052184218
ZEREBRO,2,0.95,,,0.04623259353150337
ZEREBRO,3,80PI,0.6,0.18326709242251027,
ZEREBRO,3,0.05,,,0.01250623610292378
ZEREBRO,3,0.1,,,0.020321196325743515
ZEREBRO,3,0.25,,,0.026004667833560393
ZEREBRO,3,0.5,,,0.03647680290153329
ZEREBRO,3,0.75,,,0.027392562739412273
ZEREBRO,3,0.9,,,0.020814274980139037
ZEREBRO,3,0.95,,,0.01622315876225211
ZEREBRO,4,80PI,0.6,0.4651722030105405,
ZEREBRO,4,0.05,,,0.024928122944747323
ZEREBRO,4,0.1,,,0.030244631643516155
ZEREBRO,4,0.25,,,0.06679970165826334
ZEREBRO,4,0.5,,,0.08977875225120578
ZEREBRO,4,0.75,,,0.09986328335793905
ZEREBRO,4,0.9,,,0.08492598329302861
ZEREBRO,4,0.95,,,0.06609094519750396
ZEREBRO,5,80PI,0.5666666666666667,0.22915789676394452,
ZEREBRO,5,0.05,,,0.02923252590819078
ZEREBRO,5,0.1,,,0.03386019492651102
ZEREBRO,5,0.25,,,0.05914030686907053
ZEREBRO,5,0.5,,,0.05661238678883396
ZEREBRO,5,0.75,,,0.03716668501356646
ZEREBRO,5,0.9,,,0.01912277560307513
ZEREBRO,5,0.95,,,0.011358981225188884
