token,fold,pinball_q10,pinball_q25,pinball_q50,pinball_q75,pinball_q90
POPCAT,18,0.023200347284682662,0.039488033862230244,0.07062523040231668,0.05006479763324429,0.03071689145990616
POPCAT,19,0.01451524355798658,0.028060191989513778,0.04049221921254214,0.0298018964039873,0.019646905893575806
POPCAT,20,0.017139000101176135,0.022694202003613117,0.018381915001412442,0.026407441683401922,0.016727417960596465
POPCAT,21,0.04199897021497989,0.08750641176615921,0.12150260129373254,0.12704310112445155,0.08467778469253771
POPCAT,22,0.014528056560803042,0.025325570492937478,0.0382863291123149,0.030470424501604903,0.029828257531554558
POPCAT,23,0.014419548347892636,0.020215985637437622,0.022314596570228117,0.034936695569600995,0.02664175196538947
POPCAT,24,0.015456282234369194,0.023460066964935408,0.018848051100221506,0.01481490274749997,0.016611249283598098
Pnut,0,0.01686815601114725,0.02456750489456168,0.014570157706869485,0.00817461834449285,0.011336979612923286
Pnut,1,0.043453898058106434,0.07903928401021526,0.11184625840891739,0.12445196533150504,0.11731702158373448
Pnut,2,0.03813555188716913,0.057518724095266066,0.06608626448320122,0.05240124324015787,0.024948887271054668
Pnut,3,0.044513895838266405,0.08315412846514131,0.12499447761683462,0.1506013663958319,0.1468810786265025
Pnut,4,0.019396549048086076,0.045614380150106326,0.06466800472852452,0.05820017411359554,0.038494554798951024
Pnut,5,0.011572811634058919,0.022419278454731715,0.02370365750677811,0.020877762273403887,0.012703327043181584
Pnut,6,0.01043077508557709,0.012573791625513227,0.014626923875823027,0.025398217714258917,0.018929835773070353
Pnut,7,0.011632004605152646,0.02026178078351387,0.02624497897917483,0.013812443837309991,0.012546882128704423
Pnut,8,0.022348946586387194,0.03745357636772725,0.04103944685462621,0.02682891187358925,0.015209827708977733
Pnut,9,0.006711780839122022,0.02905788043787566,0.03364263601193458,0.03719326466609485,0.026647775375059527
Pnut,10,0.017701565926485502,0.026207339826894216,0.019663244806190434,0.014566059349858678,0.014264167392499154
Pnut,11,0.02807865274524335,0.048249816247281946,0.061549306627704366,0.04304079069561321,0.026193820794051356
Pnut,12,0.007998118839998795,0.015584932280998403,0.033848253734268356,0.037808109917846416,0.02501710090579151
Pnut,13,0.009900055610671324,0.017493946370061964,0.020565453557178433,0.019923722359451366,0.014618533364308359
Pnut,14,0.007023465669380369,0.012990511468565877,0.027513840217501542,0.025005513601332668,0.015887217808718157
Pnut,15,0.013267965315886546,0.020184430836780707,0.019278379537927073,0.013865392714039505,0.010951393000216796
Pnut,16,0.01164524737018268,0.014637184046612227,0.016898306899256445,0.01821446274666741,0.014117393660924044
Pnut,17,0.016290163031745217,0.022627479134964944,0.02028641680861958,0.021540446791561974,0.014665908507004779
Pnut,18,0.010620885607396815,0.012899922443776695,0.01671597209643695,0.014342140019159615,0.013181678063576901
Pnut,19,0.0158708657131848,0.02374253460037358,0.02490864766490219,0.010079877332408756,0.00834879051191024
Pnut,20,0.017015420888521666,0.024760617188689316,0.015536350247989125,0.01707708498809379,0.016533484386220293
Pnut,21,0.026251709847906674,0.04124764545836601,0.034515556104856286,0.022045261913431164,0.01405974700894383
Pnut,22,0.02244726259892628,0.029925066721818827,0.01838242037621533,0.020678660938044175,0.015683845669876306
Pnut,23,0.010533551446133342,0.01864907302508942,0.023421590344115145,0.033300890199555545,0.023058542064064772
Pnut,24,0.01189717873051988,0.018404221514427315,0.012090940023260268,0.01211289219810382,0.011751321881843031
RETARDIO,0,0.013819893514158382,0.018466297816085896,0.02127005183270909,0.0240968026942731,0.01705584932757696
RETARDIO,1,0.02348824789559933,0.03644757559363164,0.03361919812614605,0.020511587275471924,0.012166730884497988
RETARDIO,2,0.01607385000301791,0.03653919390167539,0.047608011830377654,0.03436348309218611,0.023181297298898767
RETARDIO,3,0.023433883250255163,0.03758377571994697,0.04726836010912295,0.05433621516206957,0.03315788368108048
RETARDIO,4,0.026036477068697262,0.0449360813026726,0.05932971250284009,0.06048882888736761,0.026490552838892577
RETARDIO,5,0.019805878253720415,0.03333600418033521,0.039685708074583034,0.03190622832834704,0.018415080884629703
RETARDIO,6,0.012770759092896518,0.052377101840424066,0.06040039084269353,0.04580506888077484,0.024308670456931313
RETARDIO,7,0.022318486442680394,0.04182210861378552,0.04860741604842791,0.03594827297093234,0.020279128263125293
RETARDIO,8,0.0283870042002719,0.046761242068971864,0.04985757303146612,0.018901425522897967,0.009814403807144071
RETARDIO,9,0.012655173579649862,0.027182764344779505,0.039239889846537514,0.03249591612270303,0.022536608120681766
RETARDIO,10,0.013834611267713024,0.02709034601085167,0.032590827777909503,0.0274805353737401,0.012817526451246944
RETARDIO,11,0.01965273537241803,0.03166277218452641,0.019248339539976678,0.011182793086053472,0.011751458949271655
RETARDIO,12,0.015824637446673184,0.019612680101371665,0.020271545170183338,0.015534095520529588,0.014614361266266826
RETARDIO,13,0.011340071191268177,0.011627854683817329,0.027520926640452043,0.035397654238458365,0.022178123140127893
RETARDIO,14,0.0205963395391666,0.032485895324482386,0.04095999545678711,0.016375125491256956,0.01425684418671834
RETARDIO,15,0.017868816863222912,0.02956625121783481,0.040973265210967925,0.024930077026821273,0.015930060929094197
RETARDIO,16,0.016578189279118315,0.028461035575537388,0.055611360295498236,0.050095388886924934,0.032078853468670676
RETARDIO,17,0.025211219815951456,0.04201088574285581,0.04880271650597007,0.04869633799050153,0.026619668914180578
RETARDIO,18,0.02680751623290997,0.03668531595924696,0.04567737616699525,0.034840662301049034,0.013379142322410978
RETARDIO,19,0.016272944080972435,0.017478973949389506,0.02306579512740917,0.02581475404239864,0.018151552433987313
RETARDIO,20,0.01958645526124139,0.028337136465284334,0.020602828322144492,0.008066980318504299,0.009081783236810905
RETARDIO,21,0.022195721228552397,0.040854088764013134,0.044673906983922686,0.027031372056088673,0.011905887359450891
RETARDIO,22,0.014010590396006975,0.030321245545603576,0.048913082261442226,0.05013553420411764,0.027937726201300413
RETARDIO,23,0.022701104113979322,0.04760708154362636,0.05239703325875834,0.0397759075414191,0.024897752396135574
RETARDIO,24,0.011352677483802457,0.023876988993145925,0.026374440865420717,0.02736987511104547,0.019959670744930075
RETARDIO,25,0.008055402463437661,0.015719603975827712,0.028865123194898788,0.03826763764636713,0.021618268370272895
RETARDIO,26,0.03925001978195224,0.0784288871717669,0.11960316539435474,0.13688053145717033,0.11398726860283616
RETARDIO,27,0.060249009473604224,0.12457952623329226,0.21569134222593614,0.25581346838720437,0.19126381936869333
RETARDIO,28,0.027030467657601115,0.058186360681631744,0.08423457529688887,0.06311005839458984,0.03439495057481085
RETARDIO,29,0.029822780575802958,0.0563132595050193,0.06198011604264316,0.04839706016823709,0.028946259657282203
RETARDIO,30,0.019539505944183185,0.027782557969190283,0.04134841406671006,0.028252578684542642,0.01314008943473792
RETARDIO,31,0.020762641941188736,0.03651976259006005,0.03171133575438432,0.017459903669859184,0.018109893961492273
RETARDIO,32,0.00745174636131652,0.01928338990066562,0.021271000344018836,0.03399403984004381,0.02200426905885458
RETARDIO,33,0.012756511209354332,0.01839291059607127,0.019139898867249854,0.017351903103329375,0.014447890768356645
RETARDIO,34,0.015079356125326295,0.021076663191722106,0.026535824788644066,0.023706156126993894,0.01374092504224554
Ray,0,0.011994468083999366,0.011360726908664442,0.022371819472604207,0.0239750960624545,0.018157646935740724
Ray,1,0.024507897095404668,0.035829872757134285,0.025691811346548205,0.008778147784650109,0.011836670146199239
Ray,2,0.017455454267960767,0.019529429566355217,0.015952861167063518,0.01846835809612545,0.014707519659774687
Ray,3,0.009859646085395258,0.01297631753358521,0.015773254804863763,0.017143092157238277,0.012567125959352133
Ray,4,0.01583560539151062,0.022751592124255284,0.016903929461909568,0.005333978162588238,0.009445445126198673
Ray,5,0.014776173614327835,0.017786885400611675,0.02413161535203294,0.014676988833914389,0.011233020568521414
Ray,6,0.010356107495750638,0.020364981544302812,0.03390228703005917,0.028485232951401835,0.01355046001485191
Ray,7,0.015414370423366746,0.0241253076683382,0.026548170649753414,0.013814229287337448,0.008092308042976339
Ray,8,0.01827661610574693,0.031360877751141124,0.035499481188758876,0.030221015672299886,0.007799472108707376
Ray,9,0.016253547781856423,0.0270043580786289,0.02654712490957321,0.021987186238471564,0.016940825779215463
Ray,10,0.006093527137876167,0.010530193096031195,0.019606863848665477,0.019522248404083887,0.01228672851195351
Ray,11,0.022926532155851956,0.04088082831552542,0.05420438503912559,0.04485871443076037,0.023747612964112586
Ray,12,0.01794758608152192,0.027325225627816068,0.03116376308058282,0.024477138177016963,0.01589025014987817
Ray,13,0.007878022576038238,0.011414288206253837,0.01914768699675049,0.020169683165103636,0.01394544930835625
Ray,14,0.011475141936870534,0.01657081067135122,0.013741994568947292,0.012980920459877796,0.010584630781743154
Ray,15,0.013709379033219905,0.01209996948528288,0.0057348872664992915,0.0175216111313188,0.013405695725660001
Ray,16,0.014817162533034082,0.027448930569278412,0.03713334276955197,0.041522600011365464,0.018726179305064507
Ray,17,0.012145753079087412,0.018813491608548952,0.024427874072238936,0.020118803076987702,0.013384940912844806
Ray,18,0.011160567364454204,0.017077842398195594,0.013847055184798028,0.01168492421697447,0.007645600594124279
Ray,19,0.0114565256527933,0.017794049130794593,0.021913620357947194,0.02367870655536294,0.013791444634635636
Ray,20,0.01035682302149994,0.014786488731418418,0.013406739135115366,0.009802355026051637,0.008072333927861101
Ray,21,0.01063794032187848,0.014257050124189858,0.012577719764702913,0.009686177651783008,0.008452050443609428
Ray,22,0.011552833690133728,0.024941964631294306,0.022095108509309486,0.02020753817282586,0.01099436022436076
Ray,23,0.036752761738666075,0.04153534602461518,0.0417865909661754,0.02999628518731821,0.01778794822501818
Ray,24,0.019555232654277385,0.032826771647199965,0.039158431497037405,0.027040061785365447,0.01704813008319842
SIGMA,0,0.021532835535255396,0.031536055041154115,0.030338143196744157,0.025490888061345713,0.022662011137875384
SIGMA,1,0.036138296903089624,0.0603930244802246,0.06916081890680459,0.05783099169077124,0.016218435750586558
SIGMA,2,0.02241165859246266,0.035741232935374734,0.06052919703053316,0.05340725690995085,0.03534820725536386
SIGMA,3,0.01303064678877914,0.02082448273495161,0.0378000660052252,0.03451766443358995,0.02178852209060532
SIGMA,4,0.024578869143423252,0.04285950951770349,0.052836544233523325,0.035839041036180935,0.012811758020290423
SIGMA,5,0.016090579580318596,0.02524864646037016,0.021643347355693645,0.022443414561336427,0.018369821368501963
SIGMA,6,0.01615972752911223,0.032280568140586725,0.05335247875578677,0.045189653670988005,0.021420939211577308
SIGMA,7,0.02699065044354391,0.045995716356420774,0.048365345017754274,0.034670431711869364,0.013682992243424197
SIGMA,8,0.01947681994765096,0.02326400779799816,0.031806498852561156,0.029186700912660152,0.023517180878767852
SIGMA,9,0.02133050506268157,0.03397369570805358,0.053997590412428596,0.04951237138897538,0.020241375594777518
SIGMA,10,0.04540208665834176,0.09044084093679437,0.12195102537087922,0.12250143863519596,0.04217346535114147
SIGMA,11,0.038648780802085676,0.07562093027159782,0.09820500857608688,0.10444760346397715,0.038392766976688315
SIGMA,12,0.0068010724131179175,0.02084348683008233,0.0518066275606525,0.051053853721568544,0.028991954037948464
SIGMA,13,0.013249841131419506,0.014451507005738157,0.02150595154785277,0.03253012851197507,0.023120560057953005
SIGMA,14,0.018143468041629446,0.026347574159070204,0.020605789713196744,0.027608578188107035,0.021734878730044718
SIGMA,15,0.0180480713345904,0.025923034574904816,0.018655031326672306,0.032850875861452425,0.024159668905400934
SIGMA,16,0.0202010044389821,0.026321107008108982,0.00865297061119903,0.028526799259751486,0.023158171977658248
SIGMA,17,0.023554547198286823,0.031830441999752455,0.02927267268052891,0.032294366590509584,0.019227003888002376
SIGMA,18,0.013295626855867172,0.03232655842087886,0.045470095652834386,0.04421980209900434,0.02951633059116085
SIGMA,19,0.013035527039776187,0.03227026152951844,0.03895405140475023,0.027818174917138925,0.022234573581771017
SIGMA,20,0.018100454536701203,0.025909953829438868,0.01899243989450013,0.012379742705505967,0.014379266899726564
SIGMA,21,0.01360613835754363,0.02506460912866439,0.01721575145753821,0.022600208555491063,0.01910815448110882
SIGMA,22,0.011699359845309064,0.021305173778278712,0.02326411848420891,0.019383938673743363,0.016433491495707064
SIGMA,23,0.014860316804795064,0.021512357456630576,0.013066961231201846,0.013796462411005628,0.013920715783247687
SIGMA,24,0.013888544754190475,0.017213267482517964,0.015477306579349953,0.020227135348426243,0.016042394048795827
UFD,0,0.22177828960326662,0.20880029345592754,0.19649464861865418,0.13361364941282058,0.0737757425840848
UFD,1,0.08120044229131466,0.09344163137495502,0.07249331057951323,0.05666801434865096,0.044309824326590384
UFD,2,0.046256514110724435,0.07255815586201105,0.05799258680431476,0.03597504010980282,0.03077061401158529
UFD,3,0.05229177316535186,0.08873011359907164,0.10961196128171959,0.05963083648263371,0.027010347257806693
UFD,4,0.0163186047095619,0.034231473215620915,0.055192186805882365,0.06145834975588323,0.038524559087482584
UFD,5,0.03247320188191749,0.0580994445064426,0.03570388165981635,0.01795951783949835,0.023816713517054555
UFD,6,0.03265077317490802,0.045826893934726866,0.03177254731217929,0.0323710407458697,0.031556815581296686
UFD,7,0.023191376790330342,0.02935488395480766,0.03775140390348503,0.05132579196041916,0.03522446052086532
UFD,8,0.024087015773419488,0.027298435296294134,0.011456635580006877,0.04425098925169405,0.03221282410949616
UFD,9,0.0271758359257248,0.03906928168951094,0.034864039865444445,0.04866461362572704,0.030596111074519528
UFD,10,0.031826209580661444,0.047007010228918754,0.01818845134316297,0.01657771840643697,0.016531678187322322
UFD,11,0.044492988829988256,0.08074173698741124,0.11173425330836419,0.13417363537027327,0.11591260822575228
UFD,12,0.07761738811753845,0.15901284783626277,0.24999514680138257,0.26397933880723284,0.1917015419490564
UFD,13,0.038949394801556576,0.04819577333133567,0.061215511619251234,0.03695119857811996,0.025012724042306516
UFD,14,0.013765164732897456,0.029088529348819045,0.05089810158476706,0.05129191417550083,0.03465640403139233
UFD,15,0.025569738153629867,0.03667238939660231,0.032759756774454446,0.018106900087293595,0.021846494292471322
UFD,16,0.02961674704560097,0.03926057214113751,0.024384412986176135,0.022484383784430892,0.02241650612573096
UFD,17,0.01049995508710471,0.035074794525766756,0.039725217167324724,0.03474987356218462,0.02534315259457855
UFD,18,0.028410776933745063,0.01743559369976694,0.02544775623517821,0.01835000428099067,0.018923724859702857
UFD,19,0.021576138763317484,0.020552749267821996,0.019874666424881903,0.023952846689123078,0.0199133629970993
ZEREBRO,0,0.0271144968758593,0.046739428886221755,0.03756232388314899,0.013393669666089644,0.009267130921750568
ZEREBRO,1,0.024791141317710732,0.0363553428358798,0.023325641026513133,0.018367622678294917,0.02507622746730324
ZEREBRO,2,0.024715455655626117,0.04712883728247358,0.05611385727200269,0.047555029196868805,0.03730454417994541
ZEREBRO,3,0.03790322170784822,0.06445554588906686,0.08372049912726977,0.04548207883731042,0.029410817257675543
ZEREBRO,4,0.032089317200221325,0.0520827016005495,0.042939165876735075,0.027198395288613685,0.03752203339545606
ZEREBRO,5,0.06539524899743271,0.1077990152590645,0.10530423603264512,0.07383162194102319,0.04448524677838556
ZEREBRO,6,0.03381952544225086,0.04397909243522119,0.03451697121026515,0.04330513182875023,0.026399405400510972
ZEREBRO,7,0.02738083773727444,0.03741355599156536,0.03836779877121176,0.026881530566362943,0.021387810832312438
ZEREBRO,8,0.015061689587175664,0.01892507246654207,0.01814728897142735,0.027059633479661626,0.023001064620774836
ZEREBRO,9,0.015613216045340212,0.021299289843811322,0.025554595129210236,0.023892268721523988,0.021328474534069497
ZEREBRO,10,0.020407543226711178,0.024377902945163992,0.024010180266879986,0.024748958102595846,0.02014311198052249
ZEREBRO,11,0.20781329289497383,0.48653772561149666,0.9217884695304193,1.2840231719804087,1.4434192681925786
ZEREBRO,12,0.05010821035073851,0.15327173177372574,0.24468214890477347,0.2517501452042354,0.24164128978305355
ZEREBRO,13,0.03119281729162594,0.06190985635267069,0.06027752523388765,0.02455757731565336,0.01676593854896674
ZEREBRO,14,0.018301645680005002,0.04722542222072635,0.05347771665430614,0.03606627756567612,0.024869977915179236
ZEREBRO,15,0.018323506467463547,0.01948309959515628,0.019927770053307,0.026725036933829698,0.020756065101485602
ZEREBRO,16,0.023974837534711236,0.028072634125053147,0.0180359826885861,0.028415066281683613,0.05761351549695099
ZEREBRO,17,0.02851321005196754,0.043705121706047345,0.06794924780208382,0.08428088144262934,0.08193771256875074
ZEREBRO,18,0.028645520893249052,0.040894335076541576,0.030216881405974644,0.02763298414466645,0.11456694698580644
ZEREBRO,19,0.013567524117659123,0.012360401809011242,0.041441410579605244,0.042862014699812406,0.025262635460929484
ZEREBRO,20,0.01972640561476027,0.023965179037879463,0.021457591005050614,0.0197006474882411,0.013395452337370786
ZEREBRO,21,0.019191782244716637,0.019265189635115813,0.025303790464289422,0.020914345747688082,0.0168600733479562
ZEREBRO,22,0.014573172381160434,0.01876630684601256,0.022291651802889962,0.02004339739092457,0.016063887138909032
ZEREBRO,23,0.02013670217397734,0.02222646618570363,0.018809452221313316,0.017067623828984982,0.015427716746354908
ZEREBRO,24,0.016989202419653664,0.020174023305084037,0.0401005516771668,0.03597736177659439,0.02242771061604465
